Mode,Q1,Q2,Q4,Q5a,Q5f,Q6c,Q7a,Q7c,Q8d,Q10a,Q10d,Q11,Q11a,Q12,Q14,Q15,Q16,Q18,sDevType,p_gender_sdc,p_age_group_sdc,p_education_sdc,total_time_taken,neutral_count,disagree_count,agree_count,very_count,just_count,vmj_count,opinionated,undecided_voter,Q8a
1.0,3.0,5.0,100.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,3.0,-1.0,2.0,2.0,2.0,14.93333333333333,3.0,28.0,4.0,12.0,23.0,-11.0,0.0,0.0,5.0
2.0,2.0,96.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,0.0,1.0,4.0,2.0,14.666666666666671,8.0,42.0,4.0,7.0,47.0,-40.0,0.0,0.0,5.0
2.0,4.0,16.0,1.0,2.0,1.0,4.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,2.0,4.0,2.0,20.516666666666676,4.0,31.0,2.0,17.0,19.0,-2.0,0.0,0.0,8.0
2.0,2.0,6.0,-98.0,2.0,1.0,4.0,3.0,3.0,4.0,2.0,2.0,3.0,1.0,3.0,2.0,3.0,2.0,3.0,0.0,1.0,2.0,1.0,5.533333333333332,3.0,29.0,5.0,7.0,29.0,-22.0,0.0,1.0,7.0
2.0,4.0,16.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,1.0,2.0,3.0,3.0,2.0,2.0,3.0,0.0,1.0,3.0,3.0,14.333333333333329,2.0,25.0,9.0,6.0,29.0,-23.0,0.0,0.0,4.0
2.0,4.0,16.0,4.0,1.0,4.0,2.0,1.0,1.0,1.0,4.0,4.0,1.0,2.0,4.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,11.683333333333325,0.0,22.0,15.0,11.0,25.0,-14.0,0.0,0.0,4.0
2.0,4.0,11.0,3.0,2.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,0.0,1.0,3.0,1.0,8.283333333333335,1.0,29.0,7.0,10.0,26.0,-16.0,0.0,0.0,6.0
2.0,2.0,-98.0,3.0,1.0,1.0,3.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,2.0,15.98333333333333,3.0,50.0,0.0,10.0,43.0,-33.0,0.0,0.0,5.0
2.0,1.0,-98.0,1.0,2.0,2.0,3.0,3.0,3.0,4.0,5.0,5.0,2.0,1.0,1.0,4.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,6.446666666666664,4.0,18.0,15.0,14.0,22.0,-8.0,0.0,0.0,6.0
2.0,4.0,32.0,1.0,3.0,2.0,5.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,3.0,2.0,19.683333333333334,1.0,27.0,9.0,13.0,23.0,-10.0,0.0,0.0,1.0
1.0,2.0,1.0,3.0,1.0,2.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,3.0,-1.0,2.0,4.0,1.0,16.866666666666653,8.0,28.0,18.0,10.0,44.0,-34.0,0.0,0.0,7.0
2.0,4.0,29.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,1.0,3.0,0.0,1.0,4.0,2.0,32.03333333333333,8.0,35.0,11.0,18.0,36.0,-18.0,0.0,0.0,7.0
2.0,4.0,6.0,3.0,2.0,1.0,4.0,2.0,2.0,6.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,7.76666666666667,2.0,33.0,2.0,10.0,26.0,-16.0,0.0,0.0,8.0
2.0,4.0,13.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,-98.0,2.0,2.0,2.0,4.0,3.0,12.7,12.0,27.0,11.0,6.0,44.0,-38.0,0.0,0.0,2.0
1.0,2.0,4.0,4.0,1.0,1.0,4.0,1.0,2.0,7.0,5.0,5.0,2.0,1.0,2.0,3.0,3.0,2.0,3.0,-1.0,1.0,3.0,2.0,14.883333333333338,3.0,23.0,10.0,18.0,18.0,0.0,0.0,0.0,10.0
2.0,1.0,1.0,3.0,1.0,2.0,4.0,4.0,4.0,8.0,4.0,5.0,2.0,1.0,4.0,4.0,1.0,2.0,3.0,2.0,1.0,1.0,3.0,2.85,1.0,23.0,13.0,17.0,19.0,-2.0,0.0,0.0,9.0
2.0,2.0,11.0,1.0,2.0,2.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,3.0,1.0,2.0,4.0,1.0,10.19999999999999,4.0,23.0,10.0,4.0,32.0,-28.0,0.0,0.0,5.0
2.0,4.0,32.0,3.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,12.850000000000005,6.0,45.0,3.0,11.0,43.0,-32.0,0.0,0.0,5.0
2.0,4.0,13.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,3.0,2.0,15.733333333333325,17.0,28.0,9.0,5.0,49.0,-44.0,0.0,0.0,2.0
2.0,5.0,20.0,2.0,1.0,1.0,4.0,3.0,3.0,5.0,5.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,4.0,1.0,14.850000000000007,2.0,21.0,14.0,15.0,21.0,-6.0,0.0,0.0,8.0
2.0,1.0,19.0,1.0,2.0,1.0,4.0,2.0,2.0,4.0,1.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,4.0,1.0,35.73333333333333,12.0,35.0,7.0,17.0,37.0,-20.0,0.0,0.0,8.0
2.0,2.0,8.0,3.0,2.0,2.0,4.0,2.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,11.503333333333336,10.0,30.0,14.0,1.0,53.0,-52.0,0.0,0.0,7.0
1.0,2.0,1.0,3.0,2.0,1.0,4.0,3.0,3.0,1.0,4.0,1.0,1.0,2.0,1.0,4.0,2.0,2.0,3.0,-1.0,2.0,3.0,2.0,14.699999999999996,1.0,23.0,12.0,18.0,18.0,0.0,0.0,0.0,9.0
2.0,2.0,16.0,3.0,2.0,3.0,2.0,2.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,4.0,1.0,34.38333333333333,18.0,17.0,17.0,0.0,52.0,-52.0,0.0,0.0,7.0
1.0,2.0,20.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,5.0,5.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,-1.0,1.0,3.0,1.0,12.999999999999995,3.0,19.0,14.0,10.0,26.0,-16.0,0.0,0.0,6.0
2.0,4.0,16.0,100.0,3.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,-99.0,2.0,0.0,1.0,4.0,1.0,30.300000000000008,11.0,20.0,9.0,10.0,30.0,-20.0,0.0,0.0,3.0
2.0,2.0,34.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,0.0,1.0,3.0,1.0,7.26666666666667,1.0,44.0,9.0,14.0,40.0,-26.0,0.0,0.0,5.0
2.0,4.0,20.0,4.0,2.0,2.0,2.0,1.0,2.0,1.0,4.0,2.0,1.0,2.0,3.0,1.0,2.0,2.0,3.0,0.0,1.0,2.0,1.0,27.499999999999996,0.0,25.0,12.0,13.0,23.0,-10.0,0.0,0.0,1.0
2.0,4.0,16.0,3.0,2.0,1.0,2.0,2.0,2.0,6.0,2.0,4.0,2.0,1.0,3.0,2.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,5.316666666666666,3.0,23.0,11.0,8.0,28.0,-20.0,0.0,0.0,1.0
1.0,1.0,18.0,3.0,1.0,1.0,3.0,3.0,3.0,5.0,2.0,4.0,3.0,2.0,1.0,3.0,1.0,2.0,3.0,-1.0,1.0,3.0,2.0,14.233333333333338,3.0,23.0,10.0,11.0,25.0,-14.0,0.0,0.0,7.0
2.0,2.0,13.0,3.0,2.0,2.0,4.0,4.0,4.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,1.0,2.0,2.0,3.0,26.766666666666712,14.0,24.0,12.0,6.0,44.0,-38.0,0.0,0.0,9.0
2.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,0.0,2.0,2.0,1.0,17.35,8.0,35.0,11.0,27.0,27.0,0.0,0.0,0.0,5.0
2.0,2.0,1.0,1.0,2.0,2.0,4.0,2.0,4.0,1.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,0.0,2.0,4.0,3.0,7.5666666666666655,6.0,20.0,11.0,6.0,30.0,-24.0,0.0,0.0,6.0
2.0,2.0,11.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,1.0,1.0,3.0,1.0,11.633333333333335,8.0,35.0,11.0,6.0,48.0,-42.0,0.0,0.0,5.0
2.0,2.0,17.0,4.0,-98.0,2.0,2.0,1.0,2.0,5.0,2.0,1.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,0.0,2.0,2.0,1.0,27.14999999999999,4.0,25.0,6.0,8.0,26.0,-18.0,0.0,0.0,5.0
1.0,4.0,5.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,4.0,5.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,-1.0,2.0,3.0,3.0,12.866666666666653,22.0,18.0,14.0,14.0,40.0,-26.0,0.0,0.0,5.0
2.0,2.0,17.0,1.0,3.0,1.0,4.0,1.0,2.0,1.0,5.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,12.633333333333326,22.0,19.0,13.0,15.0,39.0,-24.0,0.0,0.0,8.0
2.0,2.0,32.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,9.38333333333333,0.0,26.0,11.0,9.0,27.0,-18.0,0.0,0.0,5.0
1.0,2.0,1.0,3.0,2.0,1.0,5.0,1.0,1.0,1.0,4.0,5.0,2.0,2.0,2.0,3.0,3.0,1.0,3.0,-1.0,1.0,3.0,3.0,12.749999999999995,4.0,32.0,18.0,14.0,40.0,-26.0,0.0,0.0,9.0
2.0,2.0,13.0,1.0,2.0,1.0,3.0,2.0,1.0,6.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,1.0,19.66666666666668,4.0,42.0,8.0,2.0,52.0,-50.0,0.0,0.0,8.0
2.0,2.0,1.0,4.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,4.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,0.0,2.0,3.0,2.0,16.23333333333333,11.0,31.0,12.0,8.0,46.0,-38.0,0.0,0.0,5.0
2.0,1.0,11.0,3.0,2.0,4.0,1.0,1.0,1.0,1.0,5.0,2.0,2.0,1.0,1.0,4.0,3.0,2.0,3.0,0.0,2.0,4.0,1.0,25.90000000000001,1.0,22.0,14.0,24.0,12.0,12.0,1.0,0.0,1.0
2.0,2.0,33.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,0.0,2.0,4.0,1.0,10.600000000000009,3.0,29.0,5.0,13.0,23.0,-10.0,0.0,0.0,6.0
2.0,2.0,37.0,3.0,1.0,1.0,4.0,3.0,2.0,5.0,5.0,5.0,1.0,2.0,1.0,2.0,3.0,2.0,3.0,1.0,2.0,2.0,1.0,11.733333333333333,2.0,24.0,11.0,15.0,21.0,-6.0,0.0,0.0,9.0
2.0,4.0,16.0,100.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,2.0,3.0,0.0,2.0,4.0,1.0,8.116666666666667,1.0,26.0,10.0,25.0,11.0,14.0,1.0,0.0,1.0
2.0,4.0,11.0,4.0,2.0,2.0,3.0,2.0,3.0,5.0,5.0,5.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,0.0,2.0,4.0,2.0,19.76666666666668,13.0,30.0,11.0,10.0,44.0,-34.0,0.0,0.0,6.0
2.0,2.0,4.0,1.0,2.0,1.0,4.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,0.0,1.0,4.0,2.0,9.483333333333334,2.0,31.0,4.0,5.0,31.0,-26.0,0.0,0.0,8.0
2.0,2.0,11.0,3.0,2.0,1.0,3.0,2.0,3.0,3.0,2.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,0.0,1.0,2.0,1.0,8.600000000000001,3.0,42.0,9.0,12.0,42.0,-30.0,0.0,0.0,7.0
2.0,1.0,16.0,100.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,0.0,1.0,3.0,1.0,12.333333333333329,8.0,28.0,18.0,11.0,43.0,-32.0,0.0,0.0,6.0
2.0,4.0,16.0,4.0,3.0,3.0,2.0,1.0,2.0,7.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,1.0,2.0,1.0,8.78333333333333,2.0,26.0,9.0,11.0,25.0,-14.0,0.0,0.0,8.0
2.0,2.0,13.0,3.0,2.0,2.0,4.0,1.0,2.0,3.0,4.0,2.0,3.0,1.0,2.0,1.0,3.0,2.0,3.0,1.0,1.0,3.0,2.0,9.666666666666664,3.0,30.0,4.0,10.0,26.0,-16.0,0.0,0.0,6.0
2.0,2.0,13.0,100.0,3.0,2.0,3.0,1.0,2.0,1.0,5.0,4.0,3.0,2.0,1.0,2.0,1.0,2.0,3.0,0.0,1.0,3.0,2.0,19.21666666666668,3.0,23.0,11.0,15.0,21.0,-6.0,0.0,0.0,1.0
2.0,4.0,1.0,-98.0,4.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,0.0,2.0,4.0,3.0,13.716666666666665,3.0,29.0,5.0,14.0,22.0,-8.0,0.0,1.0,1.0
2.0,2.0,17.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,4.0,3.0,14.766666666666666,6.0,25.0,6.0,10.0,26.0,-16.0,0.0,0.0,8.0
2.0,2.0,-98.0,1.0,1.0,1.0,4.0,3.0,4.0,3.0,4.0,1.0,3.0,1.0,2.0,3.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,19.683333333333334,5.0,26.0,6.0,13.0,23.0,-10.0,0.0,0.0,7.0
2.0,2.0,16.0,100.0,2.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,0.0,2.0,4.0,2.0,11.599999999999998,2.0,30.0,5.0,16.0,20.0,-4.0,0.0,0.0,8.0
2.0,4.0,16.0,3.0,4.0,2.0,5.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,2.0,3.0,1.0,15.066666666666665,6.0,45.0,3.0,3.0,51.0,-48.0,0.0,0.0,7.0
2.0,2.0,19.0,3.0,2.0,2.0,4.0,3.0,3.0,3.0,5.0,4.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,0.0,2.0,2.0,1.0,6.1000000000000005,19.0,20.0,15.0,6.0,48.0,-42.0,0.0,0.0,6.0
2.0,2.0,33.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0,3.0,0.0,1.0,2.0,1.0,15.43333333333333,3.0,31.0,3.0,18.0,18.0,0.0,0.0,0.0,7.0
1.0,2.0,1.0,3.0,2.0,2.0,2.0,3.0,4.0,3.0,4.0,2.0,2.0,2.0,4.0,1.0,3.0,2.0,3.0,-1.0,2.0,2.0,3.0,14.749999999999995,1.0,22.0,13.0,9.0,27.0,-18.0,0.0,0.0,5.0
2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,3.0,0.0,1.0,2.0,2.0,7.4499999999999975,5.0,27.0,5.0,16.0,20.0,-4.0,0.0,0.0,4.0
2.0,2.0,96.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,5.0,5.0,2.0,2.0,2.0,3.0,3.0,1.0,4.0,1.0,1.0,4.0,3.0,19.866666666666674,2.0,32.0,20.0,37.0,17.0,20.0,1.0,0.0,5.0
2.0,4.0,19.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,0.0,1.0,3.0,1.0,11.083333333333325,2.0,45.0,7.0,9.0,45.0,-36.0,0.0,0.0,2.0
1.0,2.0,13.0,1.0,2.0,1.0,4.0,2.0,4.0,5.0,5.0,5.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,-1.0,1.0,4.0,2.0,15.216666666666667,4.0,29.0,21.0,17.0,37.0,-20.0,0.0,0.0,9.0
2.0,4.0,32.0,100.0,2.0,2.0,3.0,1.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,0.0,2.0,2.0,1.0,10.150000000000004,7.0,39.0,8.0,6.0,48.0,-42.0,0.0,0.0,6.0
2.0,2.0,13.0,100.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,3.0,2.0,3.0,0.0,2.0,4.0,2.0,6.900000000000001,4.0,31.0,2.0,15.0,21.0,-6.0,0.0,0.0,4.0
2.0,4.0,16.0,4.0,1.0,1.0,5.0,1.0,1.0,1.0,4.0,2.0,3.0,2.0,2.0,4.0,1.0,2.0,3.0,1.0,2.0,3.0,2.0,10.866666666666667,2.0,28.0,7.0,21.0,15.0,6.0,1.0,0.0,3.0
2.0,2.0,11.0,100.0,1.0,2.0,3.0,3.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,3.0,7.5166666666666675,4.0,40.0,10.0,7.0,47.0,-40.0,0.0,0.0,8.0
1.0,4.0,1.0,1.0,1.0,1.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,4.0,-1.0,2.0,3.0,1.0,12.250000000000012,3.0,31.0,20.0,19.0,35.0,-16.0,0.0,0.0,7.0
2.0,2.0,16.0,3.0,2.0,1.0,4.0,3.0,4.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,0.0,1.0,3.0,1.0,35.61666666666671,4.0,27.0,6.0,10.0,26.0,-16.0,0.0,0.0,8.0
2.0,5.0,13.0,100.0,3.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,0.0,1.0,2.0,1.0,8.833333333333329,0.0,11.0,43.0,6.0,48.0,-42.0,0.0,0.0,4.0
2.0,2.0,1.0,-98.0,2.0,2.0,4.0,1.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,1.0,16.700000000000006,0.0,47.0,7.0,1.0,53.0,-52.0,0.0,1.0,8.0
2.0,4.0,11.0,4.0,1.0,1.0,2.0,4.0,3.0,3.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,0.0,1.0,3.0,1.0,17.983333333333334,6.0,33.0,15.0,19.0,35.0,-16.0,0.0,0.0,7.0
2.0,2.0,13.0,1.0,2.0,1.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,0.0,1.0,4.0,1.0,9.91666666666666,19.0,25.0,10.0,2.0,52.0,-50.0,0.0,0.0,4.0
2.0,4.0,11.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,2.0,3.0,3.0,15.066666666666665,1.0,45.0,8.0,16.0,38.0,-22.0,0.0,0.0,5.0
2.0,2.0,16.0,100.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,4.0,2.0,3.0,2.0,3.0,0.0,1.0,3.0,2.0,30.51666666666668,2.0,26.0,9.0,18.0,18.0,0.0,0.0,0.0,3.0
2.0,4.0,11.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,3.0,3.0,10.100000000000009,12.0,26.0,16.0,8.0,46.0,-38.0,0.0,0.0,2.0
2.0,2.0,11.0,1.0,2.0,1.0,4.0,3.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,4.0,2.0,14.800000000000004,9.0,38.0,5.0,2.0,50.0,-48.0,0.0,0.0,8.0
2.0,3.0,-98.0,-98.0,1.0,1.0,1.0,4.0,4.0,8.0,4.0,5.0,2.0,1.0,3.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,3.0,26.64999999999999,2.0,23.0,12.0,21.0,15.0,6.0,1.0,1.0,6.0
2.0,1.0,11.0,3.0,1.0,1.0,3.0,2.0,2.0,6.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,68.2000000000001,3.0,44.0,7.0,17.0,37.0,-20.0,0.0,0.0,7.0
2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,0.0,1.0,3.0,3.0,19.049999999999983,8.0,39.0,7.0,11.0,43.0,-32.0,0.0,0.0,7.0
2.0,2.0,16.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,-99.0,1.0,2.0,3.0,1.0,9.299999999999997,2.0,38.0,10.0,0.0,50.0,-50.0,0.0,0.0,6.0
2.0,4.0,-99.0,100.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,0.0,2.0,2.0,2.0,7.299999999999999,4.0,45.0,5.0,2.0,52.0,-50.0,0.0,0.0,5.0
2.0,2.0,13.0,3.0,3.0,2.0,4.0,1.0,1.0,1.0,4.0,4.0,2.0,1.0,3.0,2.0,3.0,2.0,3.0,0.0,2.0,2.0,1.0,18.6,1.0,27.0,9.0,8.0,28.0,-20.0,0.0,0.0,8.0
2.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,3.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,6.2333333333333325,2.0,42.0,10.0,7.0,47.0,-40.0,0.0,0.0,5.0
2.0,4.0,13.0,1.0,2.0,1.0,3.0,4.0,4.0,1.0,1.0,1.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,0.0,1.0,2.0,1.0,22.13333333333333,3.0,25.0,9.0,20.0,16.0,4.0,1.0,0.0,7.0
2.0,1.0,13.0,1.0,1.0,1.0,4.0,3.0,3.0,6.0,4.0,2.0,2.0,1.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,4.0,2.0,13.616666666666678,2.0,22.0,13.0,12.0,24.0,-12.0,0.0,0.0,8.0
2.0,2.0,12.0,1.0,2.0,1.0,3.0,1.0,1.0,6.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,0.0,2.0,3.0,2.0,11.683333333333335,17.0,26.0,11.0,7.0,47.0,-40.0,0.0,0.0,7.0
2.0,2.0,28.0,100.0,2.0,2.0,4.0,4.0,3.0,3.0,4.0,4.0,1.0,2.0,2.0,3.0,3.0,2.0,3.0,0.0,2.0,2.0,1.0,9.466666666666663,4.0,17.0,16.0,5.0,31.0,-26.0,0.0,0.0,9.0
2.0,2.0,36.0,1.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,0.0,2.0,4.0,1.0,14.049999999999995,18.0,29.0,7.0,0.0,54.0,-54.0,0.0,0.0,7.0
2.0,4.0,6.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,4.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,0.0,2.0,3.0,1.0,9.549999999999997,14.0,29.0,11.0,11.0,43.0,-32.0,0.0,0.0,5.0
2.0,2.0,11.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,4.0,3.0,-98.0,2.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,21.2,3.0,19.0,14.0,15.0,20.0,-5.0,0.0,0.0,3.0
2.0,2.0,15.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,3.0,2.0,3.0,2.0,3.0,0.0,2.0,4.0,1.0,8.21666666666667,1.0,25.0,11.0,10.0,26.0,-16.0,0.0,0.0,4.0
2.0,2.0,11.0,4.0,1.0,2.0,4.0,3.0,3.0,3.0,4.0,4.0,2.0,1.0,2.0,3.0,2.0,2.0,3.0,0.0,2.0,3.0,1.0,7.1999999999999975,5.0,18.0,14.0,6.0,30.0,-24.0,0.0,0.0,7.0
1.0,5.0,36.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,4.0,1.0,2.0,2.0,3.0,-1.0,2.0,4.0,2.0,14.999999999999995,2.0,26.0,7.0,27.0,8.0,19.0,1.0,0.0,1.0
2.0,2.0,11.0,3.0,1.0,1.0,4.0,4.0,3.0,5.0,5.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,1.0,2.0,1.0,1.0,9.0,10.0,34.0,10.0,17.0,37.0,-20.0,0.0,0.0,8.0
2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,4.0,2.0,2.0,1.0,3.0,3.0,3.0,2.0,3.0,1.0,1.0,3.0,1.0,6.433333333333334,2.0,24.0,11.0,12.0,24.0,-12.0,0.0,0.0,3.0
2.0,2.0,11.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,5.0,5.0,2.0,2.0,1.0,3.0,3.0,2.0,3.0,0.0,1.0,3.0,3.0,6.1,3.0,20.0,14.0,19.0,17.0,2.0,1.0,0.0,3.0
2.0,2.0,11.0,2.0,2.0,1.0,2.0,1.0,2.0,4.0,4.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,3.0,0.0,2.0,4.0,2.0,20.450000000000006,3.0,27.0,7.0,11.0,25.0,-14.0,0.0,0.0,8.0
2.0,4.0,1.0,-98.0,3.0,2.0,2.0,3.0,4.0,1.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,0.0,2.0,3.0,2.0,12.866666666666665,3.0,15.0,19.0,5.0,32.0,-27.0,0.0,1.0,7.0
